,track_name,album,artist_name,release_date,duration_ms,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
1462,Keep on Keeping On,Roots,Curtis Mayfield,1971,308293,37,0.402,0.214,0.797,0.0,0.335,-8.095,0.0661,98.937,0.725
1463,Non-Stop Home,Sweetnighter,Weather Report,1973-08-26,230960,4,0.391,0.224,0.737,0.903,0.299,-10.709,0.059,134.282,0.329
1464,Une morte dans la neige,Les Granges Brûlées (Original Soundtrack),Jean-Michel Jarre,1973-01-01,103320,10,0.483,0.0746,0.955,0.905,0.345,-8.36,0.573,71.038,0.117
1465,Orbit 416,Workshop 24,Ozel AB,2017-06-30,330000,0,0.661,0.902,0.468,0.269,0.0849,-19.487,0.132,120.021,0.657
1466,Open Aspect # 4,Open Aspects (Duo) 1982,Anthony Braxton,1993,333019,2,0.259,0.627,0.752,0.25,0.338,-12.771,0.115,98.532,0.709
1467,Vulnerability (Interlude),Rainbow,Mariah Carey,1999-11-02,71866,31,0.207,0.886,0.33,0.0156,0.101,-10.603,0.0354,136.178,0.136
1468,An Intention,An Intention,Kaitlyn Aurelia Smith,2017-07-12,240586,0,0.287,0.221,0.367,0.158,0.105,-9.023,0.0311,132.022,0.0956
1469,Starling Song,Outside The Circle Of Fire,Chris Watson,2000-01-01,74489,4,0.561,0.71,0.611,0.535,0.37,-31.191,0.442,118.311,0.0284
1470,Lucerne Valley,Reflections - Mojave Desert,Floating Points,2017-06-30,218645,0,0.428,0.968,0.202,0.921,0.0756,-21.175,0.0627,102.958,0.0806
1471,BLIPS,BLIPS,WEN,2017-07-12,205901,0,0.355,0.729,0.532,0.25,0.13,-11.369,0.0654,126.988,0.319
1472,Foundry,MDR 19,Marcel Dettmann,2016-06-10,310206,0,0.922,0.685,0.413,0.889,0.114,-15.671,0.315,130.015,0.228
1473,Fostercare,5: Five Years of Hyperdub,Various Artists,2009-10-05,332319,24,0.315,0.311,0.357,0.815,0.305,-14.852,0.203,81.578,0.193
1474,Dee,Early Output 1996-1998,Fridge,2009-03-24,39560,0,0.246,0.375,0.377,0.731,0.329,-18.778,0.0542,113.049,0.0866
1475,To Here Knows When - Remastered Version,Loveless,my bloody valentine,1991-11-04,331000,0,0.0938,2.48e-05,0.795,0.845,0.368,-10.041,0.0749,88.374,0.0716
1476,Wavey,Instrumental Mixtape 4 Sampler,Clams Casino,2017-06-23,200454,21,0.49,0.0492,0.383,0.865,0.139,-12.962,0.0436,85.066,0.265
1477,Missing You,I Remember,Ananda Shankar,1983-12-31,245346,0,0.231,0.446,0.328,0.109,0.143,-12.878,0.0282,82.617,0.417
1478,Two Thousand and Seventeen,Two Thousand and Seventeen,Four Tet,2017-07-05,252255,0,0.567,0.318,0.47,0.16,0.0944,-8.388,0.0297,75.461,0.516
1479,Regret,"From the Heart, It's a Start, A Work of Art",Shinichi Atobe,2017-06-09,587300,31,0.768,0.8,0.475,0.892,0.367,-18.621,0.0784,119.909,0.718
1480,Piya Nahi Aye,Brass Pins & Pearls: International 78s,Refik Bey,2012-07-24,187059,5,0.264,0.987,0.458,0.91,0.435,-8.019,0.0327,83.961,0.314
1481,Ai No Sono,Journey Through The Secret Life Of Plants,Stevie Wonder,1979-10-30,125026,0,0.52,0.861,0.0237,0.422,0.0936,-22.962,0.0396,103.07,0.215
1482,Raga Bhopali - Gat Composition In Ektal,Raga Bhopali,Shivkumar Sharma,1993,239493,14,0.29,0.258,0.921,0.942,0.697,-13.51,0.0555,128.958,0.559
1483,In The Square,Parachute,The Pretty Things,1970-06,115026,0,0.383,0.941,0.345,0.118,0.203,-15.133,0.0347,149.188,0.229
1484,Possessed,Purple Rain (Deluxe Expanded Edition),Prince,2017-06-23,476320,23,0.761,0.293,0.799,0.112,0.0871,-7.158,0.0733,135.839,0.576
1485,Time To Find Me (AFX Fast Mix),"Pure, Impure",Seefeel,1993-06-28,457000,0,0.707,0.0112,0.48,0.901,0.186,-14.098,0.0726,107.002,0.217
1486,Blue Pedro,Blue Pedro,Bullion,2017-07-01,312826,33,0.789,0.365,0.642,0.862,0.071,-12.539,0.0649,112.007,0.938
1487,Virtually Part 3,Fourth,Soft Machine,1971-02-17,279026,7,0.267,0.922,0.197,0.809,0.106,-23.952,0.0567,111.704,0.0527
1488,Unicorn,Beautiful Rewind,Four Tet,2013-10-04,210993,0,0.662,0.734,0.265,0.926,0.0818,-18.991,0.0634,150.021,0.0396
1489,Kites,Reflections - Mojave Desert,Floating Points,2017-06-30,195818,0,0.148,0.99,0.103,0.796,0.25,-20.612,0.0459,82.044,0.348
1490,Don't,Marius,Batu,2017-06-23,210654,9,0.488,0.642,0.654,0.0566,0.413,-15.659,0.0452,112.05,0.675
1491,Pop 4,Pop,GAS,2000,591093,35,0.479,0.499,0.744,0.845,0.155,-15.271,0.0352,119.463,0.714
1492,Flickering Debris,Whities 011,Lanark Artefax,2017-06-09,137013,0,0.345,0.824,0.958,0.754,0.068,-7.777,0.395,110.773,0.112
1493,A Cat And Her Solar Life - Original Mix,Amplified Bleep Package EP,STL,2016-02-12,585201,4,0.787,0.00608,0.765,0.892,0.108,-11.622,0.0562,120.013,0.961
1494,Appalachian Grove III,The Expanding Universe,Laurie Spiegel,2012-09-25,194426,0,0.844,0.955,0.175,0.942,0.0972,-17.844,0.11,107.998,0.15
1495,La Maison Des 5 Éléments,First Meeting,Dominique Lawalrée,2017-02-24,571973,12,0.487,0.991,0.173,0.93,0.0862,-17.968,0.0412,142.395,0.174
1496,Gol-e Gandom,Oriental Jazz,Lloyd Miller,2010-08-09,252253,14,0.272,0.229,0.59,0.0505,0.35,-12.598,0.0362,116.986,0.448
1497,Agenda,Poly-Currents,Elvin Jones,1969-01-01,831160,0,0.366,0.666,0.605,0.637,0.0832,-17.809,0.0566,89.828,0.504
1498,Tin,Tin,Daphni,2017-06-14,275243,0,0.63,0.0356,0.816,0.917,0.141,-10.273,0.0468,126.986,0.173
1499,I Believe,The Playhouse Files,Various Artists,2009-12-04,449906,0,0.762,7.22e-05,0.69,0.945,0.0642,-16.639,0.189,127.899,0.558
1500,Glut,Glut / Tempest,Ramadanman,2010-05-17,294349,21,0.433,0.0145,0.739,0.855,0.0783,-9.661,0.143,181.314,0.0998
1501,Music,Producer 01,LTJ Bukem,2013-01-28,529066,36,0.512,0.000227,0.936,0.866,0.34,-6.559,0.0466,154.946,0.797
1502,Luv Music,Selectors 001 Sampler - Motor City Drum Ensemble,Motor City Drum Ensemble,2016-08-05,357910,12,0.789,0.191,0.803,0.0554,0.165,-6.442,0.0455,122.963,0.539
1503,Shakey Jake,Nation Time,Joe Mcphee,2000,816187,0,0.357,0.227,0.793,0.0,0.165,-10.483,0.0587,109.198,0.71
1504,To Nature's God,My Brother the Wind Vol. 1 - Expanded Edition,Sun Ra & His Arkestra,2016-04-26,275128,3,0.353,0.505,0.403,0.118,0.228,-13.879,0.0305,144.277,0.375
1505,I'd Swear There Was Somebody Here,If I Could Only Remember My Name,David Crosby,1971-02-22,79933,26,0.167,0.911,0.162,1.27e-05,0.1,-15.019,0.0305,77.119,0.0382
1506,...Hours,After...,Fhloston Paradigm,2017-06-16,218244,3,0.509,0.332,0.335,0.61,0.362,-13.6,0.0426,120.064,0.399
1507,Flowering in Threes,Your Kiss Is Sour EP,Parris,2017-06-16,225419,4,0.835,0.0187,0.791,0.744,0.688,-9.813,0.0729,114.979,0.328
1508,Mra,Chris McGregor's Brotherhood of Breath,Chris McGregor,2002,302426,0,0.405,0.0929,0.745,0.449,0.151,-9.484,0.0729,159.677,0.632
1509,Your Lady,Live At Birdland,John Coltrane,1964,397960,0,0.271,0.00738,0.449,0.0126,0.111,-10.873,0.041,176.845,0.0392
1510,Shikako Maru Ten,Shikako Maru Ten,CAN,2017-05-31,198036,0,0.766,0.0374,0.559,0.893,0.111,-12.426,0.0519,159.203,0.82
1511,Being - Ambient Mix,Being,Shanti Celeste,2017-02-17,292693,0,0.459,0.368,0.222,0.917,0.111,-20.092,0.0566,128.96,0.752
1512,Emotinium - Original Mix,2 Late 4 Love,Roy of the Ravers,2015,705489,0,0.666,0.469,0.752,0.779,0.0837,-5.36,0.0391,127.083,0.462
1513,Pollen Forms,Emerald,Elve,2010-08-27,130039,6,0.32,0.181,0.0381,1.61e-05,0.21,-32.008,0.0742,73.532,0.189
1514,Second Blood,Second Blood EP,Claro Intelecto,2012-02-13,469333,7,0.564,0.331,0.547,0.916,0.114,-13.359,0.109,179.977,0.282
1515,Manta,Satellite EP,MJ Cole,2011-02-28,431579,7,0.589,0.112,0.735,0.917,0.0909,-10.236,0.0463,138.006,0.0801
1516,Subtemple,Subtemple / Beachfires,Burial,2017-05-26,443295,15,0.344,0.27,0.426,0.297,0.147,-18.785,0.101,177.302,0.0881
1517,Corc,LP5,Autechre,1998-07-13,350852,0,0.486,0.295,0.541,0.829,0.0823,-12.998,0.054,100.752,0.552
1518,Still Early,Tessellations,Peverelist,2017-05-26,420202,0,0.633,0.00102,0.717,0.931,0.083,-11.576,0.0358,129.015,0.564
1519,Syrinx,Gateway Summer Sound: Abstracted Animal and Other Sounds,Ann McMillan,1979-01-01,277506,9,0.342,0.986,0.119,0.519,0.548,-26.332,0.171,134.827,0.0613
1520,A Red Rag to a Bull,A,Sunburned Hand Of The Man,2017-05-17,182680,0,0.493,0.00452,0.749,0.804,0.119,-11.429,0.0686,115.766,0.411
1521,T'Raenon - Version,T'Raenon (Remastered Edition),Photek,1996,537123,25,0.56,0.636,0.328,0.913,0.0954,-23.116,0.0464,130.079,0.15
1522,Untitled B3,Workshop 19,Kassem Mosse,2014-02-28,197176,0,0.742,0.854,0.0856,0.856,0.647,-24.059,0.0534,123.002,0.665
1523,Sleepy Time,Soothing Sounds for Baby: Vol. 1,Raymond Scott,1995,267826,26,0.352,0.134,0.278,0.861,0.0836,-20.893,0.0411,101.484,0.575
1524,"Eu Não Sou Causa, Sou Consequência",Série Super Divas - Claudia,Claudya,2011-01-01,163640,11,0.535,0.817,0.783,0.000988,0.43,-5.052,0.107,85.533,0.716
1525,Com Mais De 30,Jesus Cristo,Claudya,1971-01-01,162933,41,0.665,0.126,0.747,0.0,0.0721,-6.745,0.0309,90.628,0.669
1526,"Strawberries, Raspberries",Praise Poems,Various Artists,2015-02-16,163924,3,0.633,0.758,0.791,0.45,0.2,-6.509,0.0324,114.57,0.862
1527,Face to Face,Face to Face,Daphni,2017-05-24,340205,0,0.811,0.00156,0.493,0.483,0.0576,-15.424,0.0525,120.043,0.952
1528,Bad Liar,Bad Liar,Selena Gomez,2017-05-18,214647,0,0.953,0.175,0.41,0.0,0.0768,-6.543,0.0705,121.074,0.718
1529,Boom Room,Fünf,Various Artists,2010-11-08,399528,10,0.771,0.0925,0.988,0.873,0.0911,-9.009,0.0664,127.995,0.136
1530,Tarik,Tarik,Dewey Redman,2007,288600,5,0.434,0.00274,0.424,0.841,0.112,-18.093,0.0412,136.635,0.509
1531,The Feed-back,Hipster '60s Rarities & Obscurities,Various Artists,2010-07-01,413960,0,0.459,0.414,0.913,0.659,0.494,-9.937,0.0948,118.207,0.415
1532,Separator (Four Tet RMX),TKOL RMX 1234567,Radiohead,2011-10-10,423000,0,0.461,0.443,0.455,0.641,0.0812,-12.403,0.0716,113.752,0.375
1533,Right Now,Right Now,HAIM,2017-05-12,253376,0,0.421,0.176,0.542,7.42e-05,0.377,-6.287,0.0571,150.204,0.358
1534,Eels,Robin Chasing Butterflies,Pearson Sound,2017-05-12,349668,7,0.327,0.887,0.294,0.222,0.11,-20.972,0.0562,155.874,0.0464
1535,The Valley of the Ultra Blacks,The Valley of the Ultra Blacks,Binker and Moses,2017-04-28,234430,2,0.501,0.0548,0.786,0.934,0.107,-14.434,0.0447,110.385,0.854
1536,Needle and Thread,Objekt #4,Objekt,2017-05-05,565912,16,0.692,0.000759,0.512,0.851,0.0902,-10.707,0.0323,129.013,0.186
1537,Heal Me,Robin Chasing Butterflies,Pearson Sound,2017-05-12,352792,32,0.794,0.0239,0.527,0.887,0.101,-11.692,0.0574,121.011,0.0367
1538,All Because Of You,Dave Hamilton's Detroit Soul,Various Artists,2011-09-26,176333,0,0.598,0.781,0.594,3.59e-06,0.213,-8.403,0.114,88.658,0.712
1539,Don't Be Surprised,Eccentric Soul: The Outskirts Of Deep City,Various Artists,2007-11-20,189226,0,0.264,0.11,0.691,2.45e-05,0.516,-7.638,0.0372,142.717,0.392
1540,Vilole - Maisha Ya Mjini,"Kenya Special, Vol. 2 (Selected East African Recordings from the 1970's & 80's)",Various Artists,2016-10-07,358853,0,0.727,0.37,0.578,0.0,0.289,-9.953,0.192,100.927,0.502
1541,Reverse,Transform,Elodie Lauten,2015-04-07,285188,3,0.448,0.621,0.838,0.749,0.174,-8.508,0.031,108.017,0.642
1542,DC12 A1,Renaissance The Mix Collection: Art Department,Art Department,2016-08-26,375508,0,0.807,0.334,0.571,0.953,0.1,-14.037,0.0427,120.033,0.0821
1543,OAR004-A,OAR004,Oni Ayhun,2010-03-29,431981,7,0.763,0.00438,0.809,0.247,0.0685,-10.934,0.0576,122.952,0.21
1544,Benevolent Incubator,Soviet Igloo,Icarus,2002-02-18,587666,6,0.609,0.0968,0.531,0.861,0.0788,-18.986,0.0538,174.961,0.675
1545,"Three Etudes: Woodpecker, Murmuring Water, Blacksmith",The Japanese Koto,Shinichi Yuize,1955-01-01,342786,15,0.453,0.955,0.168,0.916,0.0819,-19.875,0.065,137.501,0.313
1546,Helicon 2,Ten Rapid,Mogwai,1997-04-17,158333,0,0.689,0.141,0.0951,0.884,0.142,-19.383,0.0363,113.357,0.173
1547,Wawa by the Ocean,Collected Pieces,Mary Lattimore,2017-04-14,628736,0,0.456,0.881,0.373,0.92,0.126,-10.607,0.0442,136.638,0.299
1548,Victoria's Veil,9,Cashmere Cat,2017-04-28,196238,0,0.603,0.106,0.717,0.0727,0.315,-5.437,0.0613,125.991,0.236
1549,Showa Eski Riddim,Showa Eski EP,Wiley,2011-08-12,165012,0,0.858,0.026,0.812,0.898,0.319,-9.182,0.21,141.024,0.805
1550,&Fate,Think & Change,Various Artists,2013-03-11,424570,0,0.966,0.0507,0.644,0.657,0.0916,-6.691,0.272,127.002,0.74
1551,P O T SIDE A,P O T,Anthony Naples,2014-08-26,624160,0,0.621,0.0433,0.605,0.859,0.135,-7.132,0.068,120.024,0.0353
1552,Lasers,Electric Lines (Deluxe Version),Joe Goddard,2017-04-21,274705,0,0.859,0.00275,0.477,0.948,0.0836,-11.545,0.104,120.025,0.253
1553,My Baby-Tachi,Useless Person,Mukqs,2017-03-03,607144,4,0.312,0.583,0.58,0.799,0.213,-8.816,0.0345,119.378,0.222
1554,Young Heartache,Young Heartache,Bullion,2008-03-02,235266,6,0.426,0.0239,0.761,0.0875,0.36,-7.883,0.569,193.698,0.482
1555,Seigfried,Blonde,Frank Ocean,2016-08-20,334570,69,0.377,0.975,0.253,0.000259,0.101,-11.155,0.0387,125.403,0.367
1556,Hera,Truth EP,Earlham Mystics,2017-04-14,320947,0,0.509,0.969,0.366,0.881,0.0831,-17.277,0.0426,92.995,0.531
1557,Drums Unlimited - Mono,Drums Unlimited (Mono),Max Roach,1965,264715,17,0.453,0.351,0.811,0.892,0.056,-16.196,0.0494,103.987,0.269
1558,Mother and Child,Studio One Ironsides,Various Artists,2013-01-21,160053,0,0.927,0.277,0.416,0.000169,0.104,-12.638,0.395,128.582,0.873
1559,Crystal Catcher (weed),"Don't Sleep, There Are Snakes",Ross from Friends,2017-04-14,251335,0,0.625,0.116,0.93,0.602,0.211,-7.702,0.108,123.981,0.351
1560,Landslide,Landslide,Champion,2017-04-28,260787,12,0.573,0.0176,0.828,1.92e-05,0.258,-8.055,0.347,84.041,0.669
1561,I'm Not Dancing,I'm Not Dancing,Tirzah,2013-08-05,136695,44,0.938,0.183,0.679,0.67,0.0967,-7.008,0.204,119.934,0.682
1562,UNTITLED 7,AZD,Actress,2017-04-14,313133,17,0.322,0.0117,0.396,0.909,0.123,-16.27,0.0383,159.84,0.474
1563,Markel Joavna Piera,Lappish Joik Songs from Northern Norway,Various Artists,1956-01-01,32613,4,0.497,0.958,0.151,0.0,0.306,-22.709,0.0708,99.962,0.971
1564,Ever New,Keyboard Fantasies,Beverly Glenn-Copeland,1986,428543,0,0.521,0.884,0.375,0.783,0.109,-14.399,0.0332,123.992,0.456
1565,Now Is The Time For Love Pt 1,The World Needs Changing,Various Artists,2013-02-25,199053,0,0.411,0.224,0.565,0.00224,0.117,-10.162,0.128,176.092,0.473
1566,Drums for Daryl,The Story of Roy Porter Sound Machine (1971-1975),Roy Porter Sound Machine,2012-09-10,492074,4,0.524,0.304,0.813,0.917,0.888,-7.485,0.15,84.517,0.284
1567,A Violent Noise - Four Tet Remix,A Violent Noise (Four Tet Remix),The xx,2017-04-12,500984,0,0.673,0.0031,0.863,0.924,0.164,-7.496,0.0577,125.981,0.261
1568,Reversing,There Is Love in You (Expanded Edition),Four Tet,2010,159738,0,0.58,0.699,0.791,0.914,0.0837,-19.701,0.0403,115.006,0.316
1569,Pyramid - Atoms for Peace Remix,Pink Remixes,Four Tet,2012,458000,0,0.816,0.0583,0.679,0.856,0.101,-8.078,0.102,120.002,0.421
1570,KHLHI,2011 Until 2014,Percussions,2015-04-28,323160,0,0.858,0.022,0.858,0.854,0.058,-10.59,0.0628,120.008,0.854
1571,Cut Up Piano & Xylophone,Happiness,Fridge,2001-09-18,158133,0,0.488,0.957,0.437,0.928,0.246,-13.791,0.0692,106.137,0.671
1572,128 Harps,Pink,Four Tet,2012-08-20,292130,0,0.778,0.0261,0.773,0.00108,0.0769,-13.638,0.0913,127.985,0.446
1573,The Truth in You (Fourtet Remix) [feat. Fourtet & Erin Lang],Half Truths,Roger O'Donnell,2013-04-29,297800,7,0.589,0.0202,0.533,0.88,0.103,-10.471,0.0311,129.905,0.0526
1574,As Serious As Your Life - Jay Dee Remix,Domino Remixes,Various Artists,2006,283426,7,0.827,0.116,0.928,0.00686,0.121,-4.816,0.09,100.008,0.69
1575,Facety 2:11,Facety 2:11,Roots Manuva,2015-05-04,163150,8,0.796,0.0113,0.75,0.0108,0.163,-5.426,0.128,146.08,0.669
1576,Calamine - Radio Mix,Channel 1: A Compilation Of Output Recordings,Various Artists,2000-07-03,477466,0,0.499,0.0528,0.702,0.839,0.0768,-7.409,0.0596,131.886,0.643
1577,Our Time,Tongues,Kieran Hebden,2007-03-18,306440,7,0.411,0.684,0.526,0.333,0.145,-12.609,0.0471,111.478,0.374
1578,Ba Teaches Yoga,Beautiful Rewind,Four Tet,2013-10-04,199873,0,0.548,0.879,0.469,0.959,0.118,-15.928,0.0345,125.012,0.784
1579,Matthew & Toby - Four Tet Remix,Matthew & Toby (Original/Four Tet Remix),Rocketnumbernine,2010-09-20,587040,0,0.744,0.573,0.484,0.94,0.107,-13.403,0.0438,125.007,0.289
1580,Balloons - Kieran Hebden Version,Balloons,Foals,2008-02-02,522573,0,0.527,0.00582,0.719,0.622,0.112,-6.748,0.0382,137.725,0.709
1581,Anglepoised,Early Output 1996-1998,Fridge,2009-03-24,902733,0,0.522,0.00246,0.714,0.905,0.116,-12.242,0.0351,130.609,0.381
1582,Lyman Place,Live At The South Bank,Steve Reid,2011-11-14,532760,0,0.3,0.106,0.86,0.292,0.191,-8.804,0.119,126.467,0.0365
1583,Like Siamese Fighting Fish,Double Density,4T Recordings,1997-01-03,193183,4,0.32,0.779,0.477,0.977,0.109,-15.532,0.0472,96.215,0.228
1584,Unidentified Pair Of Birds,Outside The Circle Of Fire,Chris Watson,2000-01-01,94133,5,0.364,0.89,0.853,0.862,0.375,-24.331,0.173,82.059,0.0344
1585,Analog Track (Ghost),Protein Valve EP,Robert Hood,2014-10-13,374947,6,0.787,0.0106,0.801,0.935,0.111,-12.042,0.159,133.082,0.637
1586,Gar's Highway,Streetways EP,Taraval,2014-04-24,330301,0,0.591,0.0224,0.811,0.804,0.0974,-10.104,0.0676,132.263,0.63
1587,Nerve Beats,Solo,Han Bennink,2012-11-18,40106,0,0.479,0.671,0.982,0.778,0.583,-21.508,0.0487,103.201,0.0205
1588,Broken Cake,Slipotica,DJ Slip,2016-07-18,461017,4,0.721,6.47e-05,0.962,0.892,0.487,-6.539,0.0783,135.857,0.3
1589,For You,For You,Prince,1978-04-07,67600,30,0.35,0.988,0.048,0.241,0.151,-23.888,0.0311,102.596,0.422
1590,Princess Sonata:Flowers Laugh,Guitar,Sonny Sharrock,1986,132240,0,0.448,0.91,0.131,0.0254,0.11,-17.171,0.0556,115.588,0.339
1591,Life & Death in G & A (Pts. 1 & 2),I'm Just Like You: Sly's Stone Flower 1969-1970,Various Artists,2014-09-09,358600,11,0.812,0.17,0.428,0.381,0.1,-11.978,0.0507,154.374,0.638
1592,Dream Baby Dream (Four Tet remix),The Cherry Thing Remixes,Neneh Cherry & The Thing,2012-11-12,525320,0,0.808,0.00943,0.484,0.756,0.115,-10.272,0.0993,126.971,0.686
1593,Northern Cardinal,"Bird Songs, Vol. 1",Nature Sounds,2014-09-25,57293,19,0.695,0.447,0.0201,0.952,0.186,-26.835,0.491,83.125,0.0666
1594,Quanto Tempo,Cyro,Derek Bailey,1988-01-01,232600,0,0.457,0.788,0.509,0.466,0.318,-12.556,0.34,81.248,0.319
1595,Fr3sh,Mono No Aware,Various Artists,2017-03-17,231600,0,0.118,0.878,0.354,0.965,0.191,-14.43,0.0342,151.112,0.0269
1596,Sekou,Key to Nowhere,Brother Ah,2016-07-22,328882,0,0.429,0.688,0.585,0.113,0.123,-15.392,0.261,195.838,0.599
1597,I Never Loved a Man (The Way I Love You) - Demo,Rare & Unreleased Recordings From The Golden Reign Of The Queen Of Soul,Aretha Franklin,2007-10-15,242893,20,0.74,0.886,0.324,3.53e-05,0.16,-9.625,0.0556,98.259,0.497
1598,Endaro Mahanubhavulu - Sri - Adi,Bantureethi (Sax with Thavil),Kadri Gopalnath,1984,741433,0,0.51,0.935,0.699,0.902,0.106,-5.554,0.037,144.773,0.944
1599,Stolen Hearts,Stolen Hearts,Earlham Mystics,2017-02-17,219824,0,0.623,0.633,0.717,0.937,0.0916,-13.734,0.167,115.993,0.561
1600,Brace Yourself Jason,Lunatic Harness,µ-Ziq,1997-01-01,382373,41,0.546,0.127,0.734,0.932,0.0501,-8.808,0.0343,145.867,0.447
1601,Circle,Reassemblage,Visible Cloaks,2017-02-17,205200,0,0.232,0.764,0.189,0.861,0.0618,-18.745,0.0412,95.446,0.249
1602,Aur Paas Aa China,Disco Asia,Various Artists,1982-12-01,221973,0,0.637,0.225,0.73,0.024,0.0732,-8.968,0.0585,95.497,0.712
1603,Tuum,Eph Reissue,Fridge,2002-05-07,65466,0,0.663,0.995,0.0212,0.0856,0.112,-24.944,0.0866,183.947,0.931
1604,Black Acid,Black Acid EP,Roman Flügel,2017-03-10,308203,5,0.543,0.0388,0.758,0.893,0.101,-7.747,0.0552,119.971,0.0769
1605,Touch,UKG,TQD,2017-03-17,191830,0,0.881,0.0091,0.556,0.227,0.0845,-7.34,0.0629,127.006,0.294
1606,Lifting Weights,Acid Test 07,Pépé Bradock,2013-04-22,413741,8,0.654,0.000161,0.818,0.676,0.122,-8.629,0.0482,122.999,0.293
1607,Texler Acid,EP2,Taraval,2016-09-16,395000,0,0.676,0.00038,0.636,0.021,0.0987,-9.897,0.0784,135.002,0.118
1608,Sei Note In Logica (parte 1),"Sei Note In Logica (para Cuatro Voces , Grupo Instrumental Y Computadora)",Roberto Cacciapaglia,1979-01-01,963920,12,0.401,0.96,0.405,0.0928,0.0987,-11.658,0.0374,80.171,0.289
1609,Despair Postlude,The Death of Don Juan,Elodie Lauten,1985-05-14,108720,0,0.496,0.811,0.0649,0.924,0.0751,-17.622,0.0676,73.888,0.483
1610,X22RME,X22RME,Actress,2017-03-15,304920,0,0.62,0.0247,0.772,3.63e-05,0.301,-11.355,0.0926,126.002,0.387
1611,And the Darkest Hour is Just Before Dawn,"In My Arms, Many Flowers",Daniel Schmidt,2016-09-23,752337,16,0.251,0.969,0.0323,0.931,0.102,-21.492,0.0357,130.017,0.0344
1612,Blueski - Remastered,Second Toughest In The Infants (Deluxe / Remastered),Underworld,1996,183013,0,0.652,0.964,0.135,0.915,0.114,-20.293,0.0436,133.995,0.918
1613,Faux - Four Tet Remix,Faux,John Beltran,2014-11-10,419250,12,0.621,0.24,0.907,0.962,0.134,-8.313,0.0331,134.999,0.799
1614,"""Instrumentals"" Volume 2",First Thought Best Thought,Arthur Russell,2002-03-04,393333,0,0.303,0.376,0.379,0.381,0.274,-12.56,0.0314,114.613,0.116
1615,Take Me Home,Until,One Little Plane,2008-09-01,179773,0,0.61,0.848,0.398,0.0115,0.12,-12.712,0.0334,119.942,0.0643
1616,feelings 2,Providence,Nathan Fake,2017-03-10,195829,7,0.446,0.436,0.601,0.901,0.128,-11.943,0.0468,61.188,0.23
1617,Ascii Bot,2011 Until 2014,Percussions,2015-04-28,506920,0,0.767,0.495,0.806,0.857,0.154,-8.711,0.035,125.006,0.725
1618,CHAOS RAIN,CHAOS RAIN,BANK OF ENGLAND,2017-03-14,387403,0,0.632,0.00904,0.802,0.015,0.076,-8.136,0.0504,120.013,0.306
1619,Aether,Without Sinking,Hildur Guðnadóttir,2009-03-30,311253,0,0.192,0.939,0.0227,0.427,0.0761,-24.018,0.0392,79.861,0.0465
1620,Terriya,Fasokan,Luka Productions,2017-01-23,309093,0,0.792,0.867,0.697,0.601,0.232,-9.027,0.0351,140.03,0.934
1621,ZENO'S PARADOX,ZENO'S PARADOX,THAT KNIGHTSBRIDGE OG,2017-02-23,269666,0,0.732,0.173,0.981,0.0149,0.326,-7.346,0.121,140.712,0.46
1622,Automatic Melody,Keith Fullerton Whitman / Floris Vanhoof - Split,Keith Fullerton Whitman,2013-06-21,183544,3,0.571,0.508,0.243,0.0124,0.0738,-12.813,0.0585,141.474,0.782
1623,Myth,Village Of The Pharoahs,Pharoah Sanders,1973-01-01,103280,0,0.169,0.93,0.0402,0.000329,0.105,-27.962,0.035,108.972,0.0652
1624,Spindrift,Spindrift,Colin Stetson,2017-02-15,387900,0,0.186,0.817,0.497,0.958,0.0893,-16.725,0.0454,152.099,0.281
1625,Wanda Vidal,Samba de Verão,Marcos Valle,2010-01-01,128560,11,0.618,0.384,0.699,7.86e-06,0.19,-11.384,0.0317,108.469,0.829
1626,Knowing That We Were Meant for Each Other,Rass,Monty Alexander,1974,234001,12,0.661,0.785,0.445,0.295,0.21,-16.834,0.0362,107.887,0.815
1627,Got 'Til It's Gone,The Velvet Rope,Janet Jackson,1997-10-07,241760,2,0.789,0.0218,0.412,0.000312,0.3,-7.518,0.243,89.914,0.518
1628,Wakes on Cerulean A,Wakes on Cerulean,Kassel Jaeger,2017-02-24,1038793,6,0.12,0.461,0.314,0.0439,0.126,-21.804,0.0583,72.263,0.0364
1629,Om Shanti,Om Shanti,Alice Coltrane,2017-03-02,411826,0,0.283,0.717,0.37,0.00439,0.167,-12.613,0.0326,132.092,0.21
1630,When You Are in Love,Dirty Boogie: The Fortune Records Story,Various Artists,2014-05-23,183960,0,0.475,0.993,0.31,0.108,0.111,-9.822,0.0267,94.383,0.404
1631,Piel,Piel,Arca,2017-02-22,247553,0,0.148,0.591,0.167,0.742,0.0902,-18.586,0.0363,67.905,0.0377
1632,Love and Unity,Gunman,Michael Prophet,1981,283093,31,0.8,0.13,0.42,0.0784,0.0833,-8.676,0.0958,147.621,0.485
1633,Harambe,"Kenya Special, Vol. 2 (Selected East African Recordings from the 1970's & 80's)",Various Artists,2016-10-07,163026,0,0.853,0.763,0.614,0.069,0.0757,-10.426,0.125,94.451,0.767
